date_id,full_date,day,month,month_name,quarter,year,day_of_week,is_weekend,is_canadian_holiday,fiscal_quarter
20221231,2022-12-31,31,12,December,4,2022,Saturday,True,False,Q4
20230101,2023-01-01,1,1,January,1,2023,Sunday,True,True,Q1
20230102,2023-01-02,2,1,January,1,2023,Monday,False,False,Q1
20230103,2023-01-03,3,1,January,1,2023,Tuesday,False,False,Q1
20230104,2023-01-04,4,1,January,1,2023,Wednesday,False,False,Q1
20230105,2023-01-05,5,1,January,1,2023,Thursday,False,False,Q1
20230106,2023-01-06,6,1,January,1,2023,Friday,False,False,Q1
20230107,2023-01-07,7,1,January,1,2023,Saturday,True,False,Q1
20230108,2023-01-08,8,1,January,1,2023,Sunday,True,False,Q1
20230109,2023-01-09,9,1,January,1,2023,Monday,False,False,Q1
20230110,2023-01-10,10,1,January,1,2023,Tuesday,False,False,Q1
20230111,2023-01-11,11,1,January,1,2023,Wednesday,False,False,Q1
20230112,2023-01-12,12,1,January,1,2023,Thursday,False,False,Q1
20230113,2023-01-13,13,1,January,1,2023,Friday,False,False,Q1
20230114,2023-01-14,14,1,January,1,2023,Saturday,True,False,Q1
20230115,2023-01-15,15,1,January,1,2023,Sunday,True,False,Q1
20230116,2023-01-16,16,1,January,1,2023,Monday,False,False,Q1
20230117,2023-01-17,17,1,January,1,2023,Tuesday,False,False,Q1
20230118,2023-01-18,18,1,January,1,2023,Wednesday,False,False,Q1
20230119,2023-01-19,19,1,January,1,2023,Thursday,False,False,Q1
20230120,2023-01-20,20,1,January,1,2023,Friday,False,False,Q1
20230121,2023-01-21,21,1,January,1,2023,Saturday,True,False,Q1
20230122,2023-01-22,22,1,January,1,2023,Sunday,True,False,Q1
20230123,2023-01-23,23,1,January,1,2023,Monday,False,False,Q1
20230124,2023-01-24,24,1,January,1,2023,Tuesday,False,False,Q1
20230125,2023-01-25,25,1,January,1,2023,Wednesday,False,False,Q1
20230126,2023-01-26,26,1,January,1,2023,Thursday,False,False,Q1
20230127,2023-01-27,27,1,January,1,2023,Friday,False,False,Q1
20230128,2023-01-28,28,1,January,1,2023,Saturday,True,False,Q1
20230129,2023-01-29,29,1,January,1,2023,Sunday,True,False,Q1
20230130,2023-01-30,30,1,January,1,2023,Monday,False,False,Q1
20230131,2023-01-31,31,1,January,1,2023,Tuesday,False,False,Q1
20230201,2023-02-01,1,2,February,1,2023,Wednesday,False,False,Q1
20230202,2023-02-02,2,2,February,1,2023,Thursday,False,False,Q1
20230203,2023-02-03,3,2,February,1,2023,Friday,False,False,Q1
20230204,2023-02-04,4,2,February,1,2023,Saturday,True,False,Q1
20230205,2023-02-05,5,2,February,1,2023,Sunday,True,False,Q1
20230206,2023-02-06,6,2,February,1,2023,Monday,False,False,Q1
20230207,2023-02-07,7,2,February,1,2023,Tuesday,False,False,Q1
20230208,2023-02-08,8,2,February,1,2023,Wednesday,False,False,Q1
20230209,2023-02-09,9,2,February,1,2023,Thursday,False,False,Q1
20230210,2023-02-10,10,2,February,1,2023,Friday,False,False,Q1
20230211,2023-02-11,11,2,February,1,2023,Saturday,True,False,Q1
20230212,2023-02-12,12,2,February,1,2023,Sunday,True,False,Q1
20230213,2023-02-13,13,2,February,1,2023,Monday,False,False,Q1
20230214,2023-02-14,14,2,February,1,2023,Tuesday,False,False,Q1
20230215,2023-02-15,15,2,February,1,2023,Wednesday,False,False,Q1
20230216,2023-02-16,16,2,February,1,2023,Thursday,False,False,Q1
20230217,2023-02-17,17,2,February,1,2023,Friday,False,False,Q1
20230218,2023-02-18,18,2,February,1,2023,Saturday,True,False,Q1
20230219,2023-02-19,19,2,February,1,2023,Sunday,True,False,Q1
20230220,2023-02-20,20,2,February,1,2023,Monday,False,True,Q1
20230221,2023-02-21,21,2,February,1,2023,Tuesday,False,False,Q1
20230222,2023-02-22,22,2,February,1,2023,Wednesday,False,False,Q1
20230223,2023-02-23,23,2,February,1,2023,Thursday,False,False,Q1
20230224,2023-02-24,24,2,February,1,2023,Friday,False,False,Q1
20230225,2023-02-25,25,2,February,1,2023,Saturday,True,False,Q1
20230226,2023-02-26,26,2,February,1,2023,Sunday,True,False,Q1
20230227,2023-02-27,27,2,February,1,2023,Monday,False,False,Q1
20230228,2023-02-28,28,2,February,1,2023,Tuesday,False,False,Q1
20230301,2023-03-01,1,3,March,1,2023,Wednesday,False,False,Q1
20230302,2023-03-02,2,3,March,1,2023,Thursday,False,False,Q1
20230303,2023-03-03,3,3,March,1,2023,Friday,False,False,Q1
20230304,2023-03-04,4,3,March,1,2023,Saturday,True,False,Q1
20230305,2023-03-05,5,3,March,1,2023,Sunday,True,False,Q1
20230306,2023-03-06,6,3,March,1,2023,Monday,False,False,Q1
20230307,2023-03-07,7,3,March,1,2023,Tuesday,False,False,Q1
20230308,2023-03-08,8,3,March,1,2023,Wednesday,False,False,Q1
20230309,2023-03-09,9,3,March,1,2023,Thursday,False,False,Q1
20230310,2023-03-10,10,3,March,1,2023,Friday,False,False,Q1
20230311,2023-03-11,11,3,March,1,2023,Saturday,True,False,Q1
20230312,2023-03-12,12,3,March,1,2023,Sunday,True,False,Q1
20230313,2023-03-13,13,3,March,1,2023,Monday,False,False,Q1
20230314,2023-03-14,14,3,March,1,2023,Tuesday,False,False,Q1
20230315,2023-03-15,15,3,March,1,2023,Wednesday,False,False,Q1
20230316,2023-03-16,16,3,March,1,2023,Thursday,False,False,Q1
20230317,2023-03-17,17,3,March,1,2023,Friday,False,False,Q1
20230318,2023-03-18,18,3,March,1,2023,Saturday,True,False,Q1
20230319,2023-03-19,19,3,March,1,2023,Sunday,True,False,Q1
20230320,2023-03-20,20,3,March,1,2023,Monday,False,False,Q1
20230321,2023-03-21,21,3,March,1,2023,Tuesday,False,False,Q1
20230322,2023-03-22,22,3,March,1,2023,Wednesday,False,False,Q1
20230323,2023-03-23,23,3,March,1,2023,Thursday,False,False,Q1
20230324,2023-03-24,24,3,March,1,2023,Friday,False,False,Q1
20230325,2023-03-25,25,3,March,1,2023,Saturday,True,False,Q1
20230326,2023-03-26,26,3,March,1,2023,Sunday,True,False,Q1
20230327,2023-03-27,27,3,March,1,2023,Monday,False,False,Q1
20230328,2023-03-28,28,3,March,1,2023,Tuesday,False,False,Q1
20230329,2023-03-29,29,3,March,1,2023,Wednesday,False,False,Q1
20230330,2023-03-30,30,3,March,1,2023,Thursday,False,False,Q1
20230331,2023-03-31,31,3,March,1,2023,Friday,False,False,Q1
20230401,2023-04-01,1,4,April,2,2023,Saturday,True,False,Q2
20230402,2023-04-02,2,4,April,2,2023,Sunday,True,False,Q2
20230403,2023-04-03,3,4,April,2,2023,Monday,False,False,Q2
20230404,2023-04-04,4,4,April,2,2023,Tuesday,False,False,Q2
20230405,2023-04-05,5,4,April,2,2023,Wednesday,False,False,Q2
20230406,2023-04-06,6,4,April,2,2023,Thursday,False,False,Q2
20230407,2023-04-07,7,4,April,2,2023,Friday,False,True,Q2
20230408,2023-04-08,8,4,April,2,2023,Saturday,True,False,Q2
20230409,2023-04-09,9,4,April,2,2023,Sunday,True,False,Q2
20230410,2023-04-10,10,4,April,2,2023,Monday,False,True,Q2
20230411,2023-04-11,11,4,April,2,2023,Tuesday,False,False,Q2
20230412,2023-04-12,12,4,April,2,2023,Wednesday,False,False,Q2
20230413,2023-04-13,13,4,April,2,2023,Thursday,False,False,Q2
20230414,2023-04-14,14,4,April,2,2023,Friday,False,False,Q2
20230415,2023-04-15,15,4,April,2,2023,Saturday,True,False,Q2
20230416,2023-04-16,16,4,April,2,2023,Sunday,True,False,Q2
20230417,2023-04-17,17,4,April,2,2023,Monday,False,False,Q2
20230418,2023-04-18,18,4,April,2,2023,Tuesday,False,False,Q2
20230419,2023-04-19,19,4,April,2,2023,Wednesday,False,False,Q2
20230420,2023-04-20,20,4,April,2,2023,Thursday,False,False,Q2
20230421,2023-04-21,21,4,April,2,2023,Friday,False,False,Q2
20230422,2023-04-22,22,4,April,2,2023,Saturday,True,False,Q2
20230423,2023-04-23,23,4,April,2,2023,Sunday,True,False,Q2
20230424,2023-04-24,24,4,April,2,2023,Monday,False,False,Q2
20230425,2023-04-25,25,4,April,2,2023,Tuesday,False,False,Q2
20230426,2023-04-26,26,4,April,2,2023,Wednesday,False,False,Q2
20230427,2023-04-27,27,4,April,2,2023,Thursday,False,False,Q2
20230428,2023-04-28,28,4,April,2,2023,Friday,False,False,Q2
20230429,2023-04-29,29,4,April,2,2023,Saturday,True,False,Q2
20230430,2023-04-30,30,4,April,2,2023,Sunday,True,False,Q2
20230501,2023-05-01,1,5,May,2,2023,Monday,False,False,Q2
20230502,2023-05-02,2,5,May,2,2023,Tuesday,False,False,Q2
20230503,2023-05-03,3,5,May,2,2023,Wednesday,False,False,Q2
20230504,2023-05-04,4,5,May,2,2023,Thursday,False,False,Q2
20230505,2023-05-05,5,5,May,2,2023,Friday,False,False,Q2
20230506,2023-05-06,6,5,May,2,2023,Saturday,True,False,Q2
20230507,2023-05-07,7,5,May,2,2023,Sunday,True,False,Q2
20230508,2023-05-08,8,5,May,2,2023,Monday,False,False,Q2
20230509,2023-05-09,9,5,May,2,2023,Tuesday,False,False,Q2
20230510,2023-05-10,10,5,May,2,2023,Wednesday,False,False,Q2
20230511,2023-05-11,11,5,May,2,2023,Thursday,False,False,Q2
20230512,2023-05-12,12,5,May,2,2023,Friday,False,False,Q2
20230513,2023-05-13,13,5,May,2,2023,Saturday,True,False,Q2
20230514,2023-05-14,14,5,May,2,2023,Sunday,True,False,Q2
20230515,2023-05-15,15,5,May,2,2023,Monday,False,False,Q2
20230516,2023-05-16,16,5,May,2,2023,Tuesday,False,False,Q2
20230517,2023-05-17,17,5,May,2,2023,Wednesday,False,False,Q2
20230518,2023-05-18,18,5,May,2,2023,Thursday,False,False,Q2
20230519,2023-05-19,19,5,May,2,2023,Friday,False,False,Q2
20230520,2023-05-20,20,5,May,2,2023,Saturday,True,False,Q2
20230521,2023-05-21,21,5,May,2,2023,Sunday,True,False,Q2
20230522,2023-05-22,22,5,May,2,2023,Monday,False,True,Q2
20230523,2023-05-23,23,5,May,2,2023,Tuesday,False,False,Q2
20230524,2023-05-24,24,5,May,2,2023,Wednesday,False,False,Q2
20230525,2023-05-25,25,5,May,2,2023,Thursday,False,False,Q2
20230526,2023-05-26,26,5,May,2,2023,Friday,False,False,Q2
20230527,2023-05-27,27,5,May,2,2023,Saturday,True,False,Q2
20230528,2023-05-28,28,5,May,2,2023,Sunday,True,False,Q2
20230529,2023-05-29,29,5,May,2,2023,Monday,False,False,Q2
20230530,2023-05-30,30,5,May,2,2023,Tuesday,False,False,Q2
20230531,2023-05-31,31,5,May,2,2023,Wednesday,False,False,Q2
20230601,2023-06-01,1,6,June,2,2023,Thursday,False,False,Q2
20230602,2023-06-02,2,6,June,2,2023,Friday,False,False,Q2
20230603,2023-06-03,3,6,June,2,2023,Saturday,True,False,Q2
20230604,2023-06-04,4,6,June,2,2023,Sunday,True,False,Q2
20230605,2023-06-05,5,6,June,2,2023,Monday,False,False,Q2
20230606,2023-06-06,6,6,June,2,2023,Tuesday,False,False,Q2
20230607,2023-06-07,7,6,June,2,2023,Wednesday,False,False,Q2
20230608,2023-06-08,8,6,June,2,2023,Thursday,False,False,Q2
20230609,2023-06-09,9,6,June,2,2023,Friday,False,False,Q2
20230610,2023-06-10,10,6,June,2,2023,Saturday,True,False,Q2
20230611,2023-06-11,11,6,June,2,2023,Sunday,True,False,Q2
20230612,2023-06-12,12,6,June,2,2023,Monday,False,False,Q2
20230613,2023-06-13,13,6,June,2,2023,Tuesday,False,False,Q2
20230614,2023-06-14,14,6,June,2,2023,Wednesday,False,False,Q2
20230615,2023-06-15,15,6,June,2,2023,Thursday,False,False,Q2
20230616,2023-06-16,16,6,June,2,2023,Friday,False,False,Q2
20230617,2023-06-17,17,6,June,2,2023,Saturday,True,False,Q2
20230618,2023-06-18,18,6,June,2,2023,Sunday,True,False,Q2
20230619,2023-06-19,19,6,June,2,2023,Monday,False,False,Q2
20230620,2023-06-20,20,6,June,2,2023,Tuesday,False,False,Q2
20230621,2023-06-21,21,6,June,2,2023,Wednesday,False,False,Q2
20230622,2023-06-22,22,6,June,2,2023,Thursday,False,False,Q2
20230623,2023-06-23,23,6,June,2,2023,Friday,False,False,Q2
20230624,2023-06-24,24,6,June,2,2023,Saturday,True,False,Q2
20230625,2023-06-25,25,6,June,2,2023,Sunday,True,False,Q2
20230626,2023-06-26,26,6,June,2,2023,Monday,False,False,Q2
20230627,2023-06-27,27,6,June,2,2023,Tuesday,False,False,Q2
20230628,2023-06-28,28,6,June,2,2023,Wednesday,False,False,Q2
20230629,2023-06-29,29,6,June,2,2023,Thursday,False,False,Q2
20230630,2023-06-30,30,6,June,2,2023,Friday,False,False,Q2
20230701,2023-07-01,1,7,July,3,2023,Saturday,True,True,Q3
20230702,2023-07-02,2,7,July,3,2023,Sunday,True,False,Q3
20230703,2023-07-03,3,7,July,3,2023,Monday,False,False,Q3
20230704,2023-07-04,4,7,July,3,2023,Tuesday,False,False,Q3
20230705,2023-07-05,5,7,July,3,2023,Wednesday,False,False,Q3
20230706,2023-07-06,6,7,July,3,2023,Thursday,False,False,Q3
20230707,2023-07-07,7,7,July,3,2023,Friday,False,False,Q3
20230708,2023-07-08,8,7,July,3,2023,Saturday,True,False,Q3
20230709,2023-07-09,9,7,July,3,2023,Sunday,True,False,Q3
20230710,2023-07-10,10,7,July,3,2023,Monday,False,False,Q3
20230711,2023-07-11,11,7,July,3,2023,Tuesday,False,False,Q3
20230712,2023-07-12,12,7,July,3,2023,Wednesday,False,False,Q3
20230713,2023-07-13,13,7,July,3,2023,Thursday,False,False,Q3
20230714,2023-07-14,14,7,July,3,2023,Friday,False,False,Q3
20230715,2023-07-15,15,7,July,3,2023,Saturday,True,False,Q3
20230716,2023-07-16,16,7,July,3,2023,Sunday,True,False,Q3
20230717,2023-07-17,17,7,July,3,2023,Monday,False,False,Q3
20230718,2023-07-18,18,7,July,3,2023,Tuesday,False,False,Q3
20230719,2023-07-19,19,7,July,3,2023,Wednesday,False,False,Q3
20230720,2023-07-20,20,7,July,3,2023,Thursday,False,False,Q3
20230721,2023-07-21,21,7,July,3,2023,Friday,False,False,Q3
20230722,2023-07-22,22,7,July,3,2023,Saturday,True,False,Q3
20230723,2023-07-23,23,7,July,3,2023,Sunday,True,False,Q3
20230724,2023-07-24,24,7,July,3,2023,Monday,False,False,Q3
20230725,2023-07-25,25,7,July,3,2023,Tuesday,False,False,Q3
20230726,2023-07-26,26,7,July,3,2023,Wednesday,False,False,Q3
20230727,2023-07-27,27,7,July,3,2023,Thursday,False,False,Q3
20230728,2023-07-28,28,7,July,3,2023,Friday,False,False,Q3
20230729,2023-07-29,29,7,July,3,2023,Saturday,True,False,Q3
20230730,2023-07-30,30,7,July,3,2023,Sunday,True,False,Q3
20230731,2023-07-31,31,7,July,3,2023,Monday,False,False,Q3
20230801,2023-08-01,1,8,August,3,2023,Tuesday,False,False,Q3
20230802,2023-08-02,2,8,August,3,2023,Wednesday,False,False,Q3
20230803,2023-08-03,3,8,August,3,2023,Thursday,False,False,Q3
20230804,2023-08-04,4,8,August,3,2023,Friday,False,False,Q3
20230805,2023-08-05,5,8,August,3,2023,Saturday,True,False,Q3
20230806,2023-08-06,6,8,August,3,2023,Sunday,True,False,Q3
20230807,2023-08-07,7,8,August,3,2023,Monday,False,True,Q3
20230808,2023-08-08,8,8,August,3,2023,Tuesday,False,False,Q3
20230809,2023-08-09,9,8,August,3,2023,Wednesday,False,False,Q3
20230810,2023-08-10,10,8,August,3,2023,Thursday,False,False,Q3
20230811,2023-08-11,11,8,August,3,2023,Friday,False,False,Q3
20230812,2023-08-12,12,8,August,3,2023,Saturday,True,False,Q3
20230813,2023-08-13,13,8,August,3,2023,Sunday,True,False,Q3
20230814,2023-08-14,14,8,August,3,2023,Monday,False,False,Q3
20230815,2023-08-15,15,8,August,3,2023,Tuesday,False,False,Q3
20230816,2023-08-16,16,8,August,3,2023,Wednesday,False,False,Q3
20230817,2023-08-17,17,8,August,3,2023,Thursday,False,False,Q3
20230818,2023-08-18,18,8,August,3,2023,Friday,False,False,Q3
20230819,2023-08-19,19,8,August,3,2023,Saturday,True,False,Q3
20230820,2023-08-20,20,8,August,3,2023,Sunday,True,False,Q3
20230821,2023-08-21,21,8,August,3,2023,Monday,False,False,Q3
20230822,2023-08-22,22,8,August,3,2023,Tuesday,False,False,Q3
20230823,2023-08-23,23,8,August,3,2023,Wednesday,False,False,Q3
20230824,2023-08-24,24,8,August,3,2023,Thursday,False,False,Q3
20230825,2023-08-25,25,8,August,3,2023,Friday,False,False,Q3
20230826,2023-08-26,26,8,August,3,2023,Saturday,True,False,Q3
20230827,2023-08-27,27,8,August,3,2023,Sunday,True,False,Q3
20230828,2023-08-28,28,8,August,3,2023,Monday,False,False,Q3
20230829,2023-08-29,29,8,August,3,2023,Tuesday,False,False,Q3
20230830,2023-08-30,30,8,August,3,2023,Wednesday,False,False,Q3
20230831,2023-08-31,31,8,August,3,2023,Thursday,False,False,Q3
20230901,2023-09-01,1,9,September,3,2023,Friday,False,False,Q3
20230902,2023-09-02,2,9,September,3,2023,Saturday,True,False,Q3
20230903,2023-09-03,3,9,September,3,2023,Sunday,True,False,Q3
20230904,2023-09-04,4,9,September,3,2023,Monday,False,True,Q3
20230905,2023-09-05,5,9,September,3,2023,Tuesday,False,False,Q3
20230906,2023-09-06,6,9,September,3,2023,Wednesday,False,False,Q3
20230907,2023-09-07,7,9,September,3,2023,Thursday,False,False,Q3
20230908,2023-09-08,8,9,September,3,2023,Friday,False,False,Q3
20230909,2023-09-09,9,9,September,3,2023,Saturday,True,False,Q3
20230910,2023-09-10,10,9,September,3,2023,Sunday,True,False,Q3
20230911,2023-09-11,11,9,September,3,2023,Monday,False,False,Q3
20230912,2023-09-12,12,9,September,3,2023,Tuesday,False,False,Q3
20230913,2023-09-13,13,9,September,3,2023,Wednesday,False,False,Q3
20230914,2023-09-14,14,9,September,3,2023,Thursday,False,False,Q3
20230915,2023-09-15,15,9,September,3,2023,Friday,False,False,Q3
20230916,2023-09-16,16,9,September,3,2023,Saturday,True,False,Q3
20230917,2023-09-17,17,9,September,3,2023,Sunday,True,False,Q3
20230918,2023-09-18,18,9,September,3,2023,Monday,False,False,Q3
20230919,2023-09-19,19,9,September,3,2023,Tuesday,False,False,Q3
20230920,2023-09-20,20,9,September,3,2023,Wednesday,False,False,Q3
20230921,2023-09-21,21,9,September,3,2023,Thursday,False,False,Q3
20230922,2023-09-22,22,9,September,3,2023,Friday,False,False,Q3
20230923,2023-09-23,23,9,September,3,2023,Saturday,True,False,Q3
20230924,2023-09-24,24,9,September,3,2023,Sunday,True,False,Q3
20230925,2023-09-25,25,9,September,3,2023,Monday,False,False,Q3
20230926,2023-09-26,26,9,September,3,2023,Tuesday,False,False,Q3
20230927,2023-09-27,27,9,September,3,2023,Wednesday,False,False,Q3
20230928,2023-09-28,28,9,September,3,2023,Thursday,False,False,Q3
20230929,2023-09-29,29,9,September,3,2023,Friday,False,False,Q3
20230930,2023-09-30,30,9,September,3,2023,Saturday,True,False,Q3
20231001,2023-10-01,1,10,October,4,2023,Sunday,True,False,Q4
20231002,2023-10-02,2,10,October,4,2023,Monday,False,False,Q4
20231003,2023-10-03,3,10,October,4,2023,Tuesday,False,False,Q4
20231004,2023-10-04,4,10,October,4,2023,Wednesday,False,False,Q4
20231005,2023-10-05,5,10,October,4,2023,Thursday,False,False,Q4
20231006,2023-10-06,6,10,October,4,2023,Friday,False,False,Q4
20231007,2023-10-07,7,10,October,4,2023,Saturday,True,False,Q4
20231008,2023-10-08,8,10,October,4,2023,Sunday,True,False,Q4
20231009,2023-10-09,9,10,October,4,2023,Monday,False,True,Q4
20231010,2023-10-10,10,10,October,4,2023,Tuesday,False,False,Q4
20231011,2023-10-11,11,10,October,4,2023,Wednesday,False,False,Q4
20231012,2023-10-12,12,10,October,4,2023,Thursday,False,False,Q4
20231013,2023-10-13,13,10,October,4,2023,Friday,False,False,Q4
20231014,2023-10-14,14,10,October,4,2023,Saturday,True,False,Q4
20231015,2023-10-15,15,10,October,4,2023,Sunday,True,False,Q4
20231016,2023-10-16,16,10,October,4,2023,Monday,False,False,Q4
20231017,2023-10-17,17,10,October,4,2023,Tuesday,False,False,Q4
20231018,2023-10-18,18,10,October,4,2023,Wednesday,False,False,Q4
20231019,2023-10-19,19,10,October,4,2023,Thursday,False,False,Q4
20231020,2023-10-20,20,10,October,4,2023,Friday,False,False,Q4
20231021,2023-10-21,21,10,October,4,2023,Saturday,True,False,Q4
20231022,2023-10-22,22,10,October,4,2023,Sunday,True,False,Q4
20231023,2023-10-23,23,10,October,4,2023,Monday,False,False,Q4
20231024,2023-10-24,24,10,October,4,2023,Tuesday,False,False,Q4
20231025,2023-10-25,25,10,October,4,2023,Wednesday,False,False,Q4
20231026,2023-10-26,26,10,October,4,2023,Thursday,False,False,Q4
20231027,2023-10-27,27,10,October,4,2023,Friday,False,False,Q4
20231028,2023-10-28,28,10,October,4,2023,Saturday,True,False,Q4
20231029,2023-10-29,29,10,October,4,2023,Sunday,True,False,Q4
20231030,2023-10-30,30,10,October,4,2023,Monday,False,False,Q4
20231031,2023-10-31,31,10,October,4,2023,Tuesday,False,False,Q4
20231101,2023-11-01,1,11,November,4,2023,Wednesday,False,False,Q4
20231102,2023-11-02,2,11,November,4,2023,Thursday,False,False,Q4
20231103,2023-11-03,3,11,November,4,2023,Friday,False,False,Q4
20231104,2023-11-04,4,11,November,4,2023,Saturday,True,False,Q4
20231105,2023-11-05,5,11,November,4,2023,Sunday,True,False,Q4
20231106,2023-11-06,6,11,November,4,2023,Monday,False,False,Q4
20231107,2023-11-07,7,11,November,4,2023,Tuesday,False,False,Q4
20231108,2023-11-08,8,11,November,4,2023,Wednesday,False,False,Q4
20231109,2023-11-09,9,11,November,4,2023,Thursday,False,False,Q4
20231110,2023-11-10,10,11,November,4,2023,Friday,False,False,Q4
20231111,2023-11-11,11,11,November,4,2023,Saturday,True,True,Q4
20231112,2023-11-12,12,11,November,4,2023,Sunday,True,False,Q4
20231113,2023-11-13,13,11,November,4,2023,Monday,False,False,Q4
20231114,2023-11-14,14,11,November,4,2023,Tuesday,False,False,Q4
20231115,2023-11-15,15,11,November,4,2023,Wednesday,False,False,Q4
20231116,2023-11-16,16,11,November,4,2023,Thursday,False,False,Q4
20231117,2023-11-17,17,11,November,4,2023,Friday,False,False,Q4
20231118,2023-11-18,18,11,November,4,2023,Saturday,True,False,Q4
20231119,2023-11-19,19,11,November,4,2023,Sunday,True,False,Q4
20231120,2023-11-20,20,11,November,4,2023,Monday,False,False,Q4
20231121,2023-11-21,21,11,November,4,2023,Tuesday,False,False,Q4
20231122,2023-11-22,22,11,November,4,2023,Wednesday,False,False,Q4
20231123,2023-11-23,23,11,November,4,2023,Thursday,False,False,Q4
20231124,2023-11-24,24,11,November,4,2023,Friday,False,False,Q4
20231125,2023-11-25,25,11,November,4,2023,Saturday,True,False,Q4
20231126,2023-11-26,26,11,November,4,2023,Sunday,True,False,Q4
20231127,2023-11-27,27,11,November,4,2023,Monday,False,False,Q4
20231128,2023-11-28,28,11,November,4,2023,Tuesday,False,False,Q4
20231129,2023-11-29,29,11,November,4,2023,Wednesday,False,False,Q4
20231130,2023-11-30,30,11,November,4,2023,Thursday,False,False,Q4
20231201,2023-12-01,1,12,December,4,2023,Friday,False,False,Q4
20231202,2023-12-02,2,12,December,4,2023,Saturday,True,False,Q4
20231203,2023-12-03,3,12,December,4,2023,Sunday,True,False,Q4
20231204,2023-12-04,4,12,December,4,2023,Monday,False,False,Q4
20231205,2023-12-05,5,12,December,4,2023,Tuesday,False,False,Q4
20231206,2023-12-06,6,12,December,4,2023,Wednesday,False,False,Q4
20231207,2023-12-07,7,12,December,4,2023,Thursday,False,False,Q4
20231208,2023-12-08,8,12,December,4,2023,Friday,False,False,Q4
20231209,2023-12-09,9,12,December,4,2023,Saturday,True,False,Q4
20231210,2023-12-10,10,12,December,4,2023,Sunday,True,False,Q4
20231211,2023-12-11,11,12,December,4,2023,Monday,False,False,Q4
20231212,2023-12-12,12,12,December,4,2023,Tuesday,False,False,Q4
20231213,2023-12-13,13,12,December,4,2023,Wednesday,False,False,Q4
20231214,2023-12-14,14,12,December,4,2023,Thursday,False,False,Q4
20231215,2023-12-15,15,12,December,4,2023,Friday,False,False,Q4
20231216,2023-12-16,16,12,December,4,2023,Saturday,True,False,Q4
20231217,2023-12-17,17,12,December,4,2023,Sunday,True,False,Q4
20231218,2023-12-18,18,12,December,4,2023,Monday,False,False,Q4
20231219,2023-12-19,19,12,December,4,2023,Tuesday,False,False,Q4
20231220,2023-12-20,20,12,December,4,2023,Wednesday,False,False,Q4
20231221,2023-12-21,21,12,December,4,2023,Thursday,False,False,Q4
20231222,2023-12-22,22,12,December,4,2023,Friday,False,False,Q4
20231223,2023-12-23,23,12,December,4,2023,Saturday,True,False,Q4
20231224,2023-12-24,24,12,December,4,2023,Sunday,True,False,Q4
20231225,2023-12-25,25,12,December,4,2023,Monday,False,True,Q4
20231226,2023-12-26,26,12,December,4,2023,Tuesday,False,True,Q4
20231227,2023-12-27,27,12,December,4,2023,Wednesday,False,False,Q4
20231228,2023-12-28,28,12,December,4,2023,Thursday,False,False,Q4
20231229,2023-12-29,29,12,December,4,2023,Friday,False,False,Q4
20231230,2023-12-30,30,12,December,4,2023,Saturday,True,False,Q4
20231231,2023-12-31,31,12,December,4,2023,Sunday,True,False,Q4
